order_id,customer_id,country,order_date,worker_id,total_paid
OR0041689,CU03281,CA,2026-01-26,WO00444,48.17
OR0041690,CU01132,CA,2021-10-17,WO00354,63.52
OR0041691,CU07769,IR,2024-05-28,WO00267,55.800000000000004
OR0041692,CU08595,UK,2020-05-05,WO00001,66.99
OR0041693,CU03299,CA,2025-01-11,WO00440,19.63
OR0041694,CU06494,IR,2024-10-26,WO00129,37.36
OR0041695,CU06128,UK,2015-12-10,WO00310,71.015
OR0041696,CU08925,CA,2025-02-13,WO00250,34.91
OR0041697,CU06443,UK,2025-04-06,WO00168,17.3
OR0041698,CU06704,UK,2022-06-07,WO00499,91.14
OR0041699,CU08436,UK,2023-07-31,WO00438,58.8828
OR0041700,CU08955,CA,2025-01-15,WO00092,98.03999999999999
OR0041701,CU08036,UK,2016-09-13,WO00374,33.68
OR0041702,CU04239,UK,2022-10-10,WO00465,43.38
OR0041703,CU02660,UK,2025-12-13,WO00370,21.72
OR0041704,CU00789,UK,2023-07-28,WO00048,16.869
OR0041705,CU03902,CA,2025-11-05,WO00155,30.700000000000003
OR0041706,CU07612,IR,2023-05-11,WO00397,26.16
OR0041707,CU01860,UK,2025-12-24,WO00073,78.63
OR0041708,CU07866,CA,2023-08-30,WO00110,41.32
OR0041709,CU06064,CA,2025-08-05,WO00454,39.89
OR0041710,CU07908,CA,2025-08-27,WO00387,54.44
OR0041711,CU04714,CA,2025-12-28,WO00325,9.38
OR0041712,CU01642,CA,2025-12-18,WO00061,21.700000000000003
OR0041713,CU06119,CA,2025-01-21,WO00173,12.19
OR0041714,CU08750,UK,2022-04-02,WO00342,42.81
OR0041715,CU02577,UK,2025-05-17,WO00331,37.69
OR0041716,CU02456,CA,2023-03-11,WO00152,72.35
OR0041717,CU08207,CA,2025-07-26,WO00444,43.09
OR0041718,CU03447,IR,2023-04-02,WO00007,38.9
OR0041719,CU03809,CA,2025-10-03,WO00103,28.76
OR0041720,CU06324,CA,2024-12-23,WO00249,23.400000000000002
OR0041721,CU05874,UK,2024-05-03,WO00313,42.8
OR0041722,CU05655,UK,2024-07-10,WO00416,37.190000000000005
OR0041723,CU01784,UK,2025-10-17,WO00348,47.55
OR0041724,CU02801,IR,2025-01-18,WO00283,32.06
OR0041725,CU01389,UK,2024-02-29,WO00331,48.09
OR0041726,CU00885,UK,2022-02-27,WO00151,65.14
OR0041727,CU02173,IR,2025-01-03,WO00075,77.43
OR0041728,CU01238,CA,2025-09-20,WO00298,16.01
OR0041729,CU04574,UK,2021-06-26,WO00333,67.61
OR0041730,CU06148,CA,2024-07-03,WO00120,116.22519999999999
OR0041731,CU00977,IR,2024-02-07,WO00415,45.95
OR0041732,CU08931,UK,2023-08-09,WO00383,59.82
OR0041733,CU04083,UK,2025-01-03,WO00327,61.93
OR0041734,CU06806,UK,2025-06-01,WO00115,36.36
OR0041735,CU03288,UK,2020-01-15,WO00119,21.64
OR0041736,CU00877,UK,2024-11-08,WO00177,82.44
OR0041737,CU01990,UK,2018-06-13,WO00167,53.63
OR0041738,CU00008,IR,2025-01-26,WO00060,9.99
OR0041739,CU06620,IR,2019-05-19,WO00142,9.34
OR0041740,CU07683,UK,2024-01-30,WO00368,33.89
OR0041741,CU00480,UK,2022-01-26,WO00135,83.135
OR0041742,CU07995,IR,2025-09-16,WO00041,34.29
OR0041743,CU03064,CA,2025-12-12,WO00032,45.76
OR0041744,CU08024,UK,2021-07-11,WO00291,47.1925
OR0041745,CU03292,CA,2024-12-16,WO00366,65.25
OR0041746,CU03599,UK,2021-04-23,WO00082,51.72
OR0041747,CU01523,IR,2023-01-29,WO00345,24.28
OR0041748,CU06913,CA,2025-09-13,WO00312,95.89999999999999
OR0041749,CU08034,UK,2024-05-18,WO00353,100.2
OR0041750,CU06301,UK,2017-10-29,WO00109,46.77
OR0041751,CU04666,IR,2025-02-22,WO00161,62.405
OR0041752,CU02528,CA,2025-02-21,WO00460,33.49
OR0041753,CU00006,UK,2022-02-22,WO00317,45.67
OR0041754,CU04742,IR,2024-02-09,WO00314,57.09
OR0041755,CU06461,UK,2022-03-21,WO00065,23.3575
OR0041756,CU00850,IR,2025-02-09,WO00429,48.04
OR0041757,CU04071,IR,2023-11-11,WO00345,27.8
OR0041758,CU03145,UK,2025-12-13,WO00369,33.4
OR0041759,CU00982,CA,2026-01-16,WO00061,28.78
OR0041760,CU08286,IR,2020-09-27,WO00121,25.37
OR0041761,CU02363,CA,2025-07-01,WO00366,58.49
OR0041762,CU02916,UK,2024-09-14,WO00031,106.17999999999999
OR0041763,CU07874,CA,2026-01-20,WO00479,10.43
OR0041764,CU03075,UK,2024-06-18,WO00031,80.08
OR0041765,CU08733,CA,2025-01-18,WO00143,36.06
OR0041766,CU08474,UK,2023-10-18,WO00385,30.869999999999997
OR0041767,CU08034,UK,2022-09-16,WO00135,28.8175
OR0041768,CU05344,UK,2024-11-26,WO00051,25.990000000000002
OR0041769,CU03257,IR,2025-08-01,WO00283,13.420000000000002
OR0041770,CU08133,UK,2019-08-29,WO00256,44.730000000000004
OR0041771,CU06548,UK,2025-08-08,WO00128,10.95
OR0041772,CU04203,CA,2023-08-30,WO00264,27.427500000000002
OR0041773,CU06528,UK,2021-03-09,WO00082,61.49
OR0041774,CU07636,CA,2026-03-08,WO00481,87.14
OR0041775,CU03321,UK,2025-06-12,WO00169,51.89
OR0041776,CU00107,CA,2026-01-04,WO00320,18.5
OR0041777,CU04845,IR,2019-08-04,WO00265,50.94
OR0041778,CU04640,CA,2023-03-02,WO00414,10.74
OR0041779,CU07684,IR,2021-12-06,WO00265,14.75
OR0041780,CU03067,IR,2023-12-15,WO00202,41.62
OR0041781,CU05930,CA,2025-07-06,WO00298,45.32
OR0041782,CU03289,CA,2025-12-15,WO00332,15.83
OR0041783,CU07852,CA,2025-02-05,WO00462,119.64
OR0041784,CU04761,UK,2023-05-29,WO00333,55.09
OR0041785,CU06578,UK,2020-05-16,WO00104,72.79
OR0041786,CU06702,UK,2025-12-12,WO00254,23.0
OR0041787,CU01704,IR,2022-11-07,WO00419,46.285000000000004
OR0041788,CU08610,CA,2026-01-06,WO00285,23.09
OR0041789,CU08350,UK,2023-10-19,WO00272,85.78
OR0041790,CU05343,UK,2023-02-06,WO00271,29.92
OR0041791,CU01708,IR,2020-11-03,WO00230,30.68
OR0041792,CU03014,CA,2023-10-11,WO00099,24.96
OR0041793,CU07047,CA,2026-02-23,WO00329,31.96
OR0041794,CU01576,CA,2024-10-27,WO00354,38.33
OR0041795,CU07822,CA,2026-03-06,WO00124,134.57999999999998
OR0041796,CU08958,CA,2024-05-22,WO00251,17.73
OR0041797,CU05973,UK,2024-11-09,WO00396,22.05
OR0041798,CU02104,IR,2020-09-25,WO00419,34.11
OR0041799,CU03505,UK,2026-02-18,WO00353,13.85
OR0041800,CU03630,CA,2024-09-15,WO00402,51.9
OR0041801,CU02209,UK,2019-12-29,WO00385,22.22
OR0041802,CU03759,UK,2025-07-05,WO00485,31.52
OR0041803,CU01573,UK,2026-02-21,WO00391,11.09
OR0041804,CU04534,UK,2026-02-15,WO00362,49.32
OR0041805,CU01986,UK,2026-02-26,WO00348,19.1
OR0041806,CU07084,IR,2022-09-25,WO00418,21.42
OR0041807,CU02344,UK,2022-01-28,WO00353,73.67999999999999
OR0041808,CU08018,IR,2023-12-07,WO00361,65.92
OR0041809,CU01958,UK,2024-12-19,WO00008,69.74
OR0041810,CU01917,UK,2022-09-06,WO00029,50.03
OR0041811,CU03165,UK,2026-02-05,WO00247,79.89
OR0041812,CU01703,UK,2025-10-06,WO00276,22.09
OR0041813,CU02693,UK,2024-11-13,WO00002,29.259999999999998
OR0041814,CU06556,UK,2020-03-26,WO00029,8.78
OR0041815,CU03568,CA,2026-02-11,WO00012,23.35
OR0041816,CU05406,UK,2024-04-28,WO00321,23.66
OR0041817,CU06378,UK,2025-12-28,WO00436,21.2
OR0041818,CU02460,UK,2026-03-02,WO00331,48.2
OR0041819,CU07199,IR,2021-04-15,WO00179,26.66
OR0041820,CU00123,UK,2021-10-19,WO00342,69.5825
OR0041821,CU06194,CA,2025-06-24,WO00312,32.21
OR0041822,CU00918,UK,2019-10-26,WO00374,32.17
OR0041823,CU05709,IR,2025-11-23,WO00419,55.88
OR0041824,CU04261,IR,2025-05-04,WO00239,42.28
OR0041825,CU00378,CA,2023-11-18,WO00408,15.530000000000001
OR0041826,CU03799,CA,2024-11-21,WO00413,35.43
OR0041827,CU07725,UK,2024-09-03,WO00327,27.78
OR0041828,CU01478,UK,2023-04-18,WO00101,96.09
OR0041829,CU02763,UK,2021-12-19,WO00095,31.650000000000002
OR0041830,CU01150,CA,2024-04-23,WO00281,33.79
OR0041831,CU02139,IR,2022-12-17,WO00202,25.16
OR0041832,CU01041,UK,2022-08-01,WO00465,12.08
OR0041833,CU00359,UK,2022-05-27,WO00065,130.77
OR0041834,CU00421,UK,2023-07-23,WO00271,54.24
OR0041835,CU07556,CA,2024-09-01,WO00301,82.69
OR0041836,CU02829,CA,2022-01-10,WO00209,15.07
OR0041837,CU07727,UK,2026-01-22,WO00008,115.855
OR0041838,CU00893,IR,2025-09-16,WO00174,47.6228
OR0041839,CU05440,UK,2020-04-26,WO00070,50.44
OR0041840,CU03017,UK,2023-06-21,WO00207,93.175
OR0041841,CU00829,CA,2024-05-30,WO00225,38.79
OR0041842,CU02466,UK,2024-09-06,WO00051,45.55
OR0041843,CU00802,IR,2024-08-13,WO00062,119.67
OR0041844,CU06794,IR,2025-04-12,WO00397,67.46000000000001
OR0041845,CU02189,CA,2025-01-23,WO00493,16.04
OR0041846,CU08331,CA,2022-07-21,WO00365,54.760000000000005
OR0041847,CU05990,CA,2026-03-07,WO00407,73.55
OR0041848,CU00492,UK,2021-03-27,WO00031,10.99
OR0041849,CU08711,IR,2020-05-11,WO00345,32.69
OR0041850,CU02997,IR,2025-11-28,WO00230,38.835
OR0041851,CU07204,CA,2026-03-13,WO00224,73.41
OR0041852,CU00232,UK,2022-06-04,WO00291,33.097500000000004
OR0041853,CU01983,UK,2019-09-03,WO00383,36.36
OR0041854,CU00107,CA,2024-05-28,WO00257,23.310000000000002
OR0041855,CU04927,CA,2025-04-28,WO00015,5.83
OR0041856,CU04349,IR,2022-01-12,WO00437,32.97
OR0041857,CU04741,UK,2023-02-24,WO00177,57.527499999999996
OR0041858,CU05487,UK,2023-08-18,WO00489,12.19
OR0041859,CU05387,CA,2022-05-03,WO00012,14.540000000000001
OR0041860,CU01996,UK,2017-12-30,WO00313,21.04
OR0041861,CU02444,UK,2026-01-22,WO00430,82.46000000000001
OR0041862,CU01760,CA,2023-09-12,WO00404,42.91
OR0041863,CU05272,CA,2024-03-25,WO00160,52.510000000000005
OR0041864,CU01012,CA,2026-01-25,WO00019,65.14
OR0041865,CU06515,CA,2025-08-27,WO00257,67.24000000000001
OR0041866,CU01162,IR,2024-05-24,WO00145,26.689999999999998
OR0041867,CU02391,UK,2019-09-26,WO00119,16.22
OR0041868,CU05590,CA,2026-02-26,WO00012,44.0925
OR0041869,CU01540,UK,2022-10-06,WO00005,65.57000000000001
OR0041870,CU00058,UK,2022-03-01,WO00169,14.74
OR0041871,CU04781,IR,2022-02-04,WO00437,13.68
OR0041872,CU07213,UK,2025-11-08,WO00115,58.99
OR0041873,CU02273,UK,2020-06-21,WO00338,47.45
OR0041874,CU06962,CA,2026-03-06,WO00319,14.05
OR0041875,CU06144,IR,2023-05-30,WO00351,31.34
OR0041876,CU01394,IR,2025-09-23,WO00393,55.07
OR0041877,CU01779,CA,2025-09-08,WO00453,90.2
OR0041878,CU02658,UK,2017-06-05,WO00204,31.5775
OR0041879,CU01199,UK,2022-06-12,WO00220,68.61
OR0041880,CU02944,CA,2025-11-23,WO00205,42.11
OR0041881,CU03525,UK,2024-07-18,WO00207,59.32
OR0041882,CU06958,UK,2024-05-14,WO00014,55.17
OR0041883,CU00036,UK,2024-11-12,WO00048,31.79
OR0041884,CU05045,CA,2023-06-09,WO00320,13.010000000000002
OR0041885,CU01172,IR,2025-08-29,WO00400,76.84
OR0041886,CU08524,CA,2025-12-20,WO00094,5.45
OR0041887,CU03409,UK,2024-01-14,WO00048,70.43
OR0041888,CU07307,CA,2025-01-24,WO00225,42.0075
OR0041889,CU06365,UK,2022-11-09,WO00374,45.92
OR0041890,CU03779,CA,2025-12-29,WO00043,46.980000000000004
OR0041891,CU07325,CA,2021-07-04,WO00365,16.990000000000002
OR0041892,CU07976,CA,2022-12-26,WO00227,33.175
OR0041893,CU06987,UK,2018-10-05,WO00104,33.53
OR0041894,CU02528,CA,2025-05-30,WO00017,17.47
OR0041895,CU00915,UK,2018-03-12,WO00168,54.37
OR0041896,CU04174,CA,2025-12-03,WO00173,36.03
OR0041897,CU06546,CA,2025-05-31,WO00286,49.239999999999995
OR0041898,CU07931,CA,2025-07-14,WO00139,30.18
OR0041899,CU03982,CA,2025-02-25,WO00394,49.685
OR0041900,CU07208,UK,2026-02-02,WO00368,35.9725
OR0041901,CU00905,CA,2026-02-05,WO00259,57.22
OR0041902,CU07405,CA,2024-01-24,WO00252,49.22
OR0041903,CU08359,UK,2024-06-01,WO00335,15.7
OR0041904,CU06951,IR,2022-04-12,WO00468,66.5
OR0041905,CU00475,CA,2025-10-21,WO00294,123.43
OR0041906,CU01163,UK,2023-11-03,WO00411,44.480000000000004
OR0041907,CU08611,UK,2020-04-09,WO00177,67.57
OR0041908,CU06130,CA,2022-06-13,WO00200,53.81
OR0041909,CU03081,UK,2019-03-19,WO00445,73.08
OR0041910,CU00434,CA,2023-07-05,WO00094,9.450000000000001
OR0041911,CU07465,UK,2025-06-01,WO00167,13.46
OR0041912,CU07201,CA,2025-07-30,WO00050,96.92
OR0041913,CU00864,CA,2025-07-24,WO00227,42.9575
OR0041914,CU03980,CA,2025-09-08,WO00395,15.47
OR0041915,CU03477,CA,2022-10-11,WO00463,41.04
OR0041916,CU05697,CA,2026-02-01,WO00099,146.18
OR0041917,CU07156,UK,2025-08-01,WO00127,66.275
OR0041918,CU03971,CA,2026-03-02,WO00303,9.14
OR0041919,CU06200,UK,2025-05-24,WO00168,16.509999999999998
OR0041920,CU02611,UK,2020-08-26,WO00220,70.75
OR0041921,CU02729,IR,2026-01-22,WO00406,65.92999999999999
OR0041922,CU08749,CA,2026-01-27,WO00165,8.51
OR0041923,CU05054,CA,2024-02-12,WO00285,33.72
OR0041924,CU04405,UK,2021-02-12,WO00059,30.57
OR0041925,CU07351,CA,2025-03-20,WO00464,49.870000000000005
OR0041926,CU02834,IR,2021-03-24,WO00361,8.59
OR0041927,CU02992,CA,2024-10-21,WO00090,80.2
OR0041928,CU07374,CA,2025-03-21,WO00052,73.61
OR0041929,CU03546,UK,2025-02-13,WO00438,16.67
OR0041930,CU07844,UK,2021-11-19,WO00254,10.85
OR0041931,CU03073,CA,2025-06-19,WO00160,9.3
OR0041932,CU08338,IR,2021-01-28,WO00132,25.07
OR0041933,CU03270,CA,2024-10-12,WO00218,8.93
OR0041934,CU00243,CA,2026-01-17,WO00264,15.850000000000001
OR0041935,CU02483,CA,2023-09-13,WO00380,30.64
OR0041936,CU06919,UK,2025-09-03,WO00022,41.11
OR0041937,CU06682,CA,2025-07-23,WO00286,23.15
OR0041938,CU04359,CA,2026-01-23,WO00090,117.17
OR0041939,CU04990,UK,2019-03-29,WO00001,68.675
OR0041940,CU04190,CA,2025-07-06,WO00248,44.58
OR0041941,CU00880,CA,2025-02-19,WO00192,14.49
OR0041942,CU04953,UK,2024-01-31,WO00271,45.7
OR0041943,CU03399,CA,2026-03-05,WO00143,57.92
OR0041944,CU00047,IR,2023-02-17,WO00187,58.81
OR0041945,CU00905,CA,2025-11-22,WO00124,139.19
OR0041946,CU06492,CA,2023-07-16,WO00330,59.41
OR0041947,CU06061,UK,2024-04-13,WO00234,28.05
OR0041948,CU05102,CA,2025-05-29,WO00160,65.71
OR0041949,CU06314,CA,2025-12-09,WO00251,73.24
OR0041950,CU04013,CA,2024-11-17,WO00015,26.66
OR0041951,CU01279,CA,2025-10-23,WO00209,40.47
OR0041952,CU04989,CA,2022-12-02,WO00264,8.42
OR0041953,CU01875,IR,2019-05-31,WO00437,15.690000000000001
OR0041954,CU07741,CA,2025-01-18,WO00250,36.03
OR0041955,CU08399,UK,2025-06-20,WO00245,33.8725
OR0041956,CU05662,UK,2024-01-31,WO00291,83.03999999999999
OR0041957,CU03938,CA,2026-02-04,WO00477,38.57
OR0041958,CU04642,UK,2024-10-03,WO00441,90.85
OR0041959,CU02712,UK,2025-09-19,WO00306,5.359999999999999
OR0041960,CU03262,IR,2025-05-30,WO00341,48.86
OR0041961,CU03517,IR,2022-11-22,WO00283,31.91
OR0041962,CU02125,CA,2025-12-04,WO00492,12.030000000000001
OR0041963,CU08226,CA,2025-11-24,WO00083,76.3825
OR0041964,CU08944,CA,2025-11-07,WO00211,154.38
OR0041965,CU06696,UK,2016-08-24,WO00183,27.97
OR0041966,CU01486,UK,2022-06-01,WO00127,49.04
OR0041967,CU07825,IR,2024-04-30,WO00125,29.32
OR0041968,CU04741,UK,2025-12-19,WO00245,20.3
OR0041969,CU05410,CA,2025-06-07,WO00038,83.76499999999999
OR0041970,CU05436,UK,2026-03-16,WO00410,37.03
OR0041971,CU00244,CA,2023-12-29,WO00414,76.22
OR0041972,CU05773,CA,2024-05-26,WO00428,36.15
OR0041973,CU05149,UK,2018-07-08,WO00356,41.6166
OR0041974,CU02055,IR,2022-12-09,WO00213,16.78
OR0041975,CU02175,UK,2022-11-28,WO00391,44.8
OR0041976,CU05961,CA,2025-11-19,WO00052,103.86
OR0041977,CU00562,CA,2025-01-29,WO00479,56.01
OR0041978,CU01547,UK,2024-10-06,WO00055,142.01999999999998
OR0041979,CU03158,UK,2025-05-03,WO00374,16.945
OR0041980,CU08642,CA,2025-09-28,WO00390,55.89
OR0041981,CU02305,UK,2024-12-07,WO00080,13.93
OR0041982,CU07238,CA,2025-04-25,WO00037,74.42
OR0041983,CU07845,CA,2026-02-24,WO00444,36.22
OR0041984,CU08538,UK,2025-05-11,WO00405,21.84
OR0041985,CU04830,IR,2023-08-09,WO00125,52.019999999999996
OR0041986,CU04658,UK,2019-09-30,WO00258,36.26
OR0041987,CU04331,CA,2025-08-04,WO00492,21.08
OR0041988,CU01824,CA,2025-09-26,WO00431,76.17
OR0041989,CU04269,IR,2022-03-24,WO00388,70.3
OR0041990,CU07672,CA,2025-10-04,WO00188,48.239999999999995
OR0041991,CU02953,CA,2026-03-05,WO00464,72.09
OR0041992,CU00515,CA,2025-11-09,WO00304,26.64
OR0041993,CU03363,CA,2025-08-11,WO00160,44.33
OR0041994,CU00664,UK,2022-09-05,WO00396,22.03
OR0041995,CU05719,IR,2026-02-19,WO00113,25.810000000000002
OR0041996,CU04487,UK,2026-01-21,WO00048,41.64
OR0041997,CU00241,CA,2025-05-15,WO00260,50.33
OR0041998,CU04095,CA,2025-10-25,WO00394,57.79
OR0041999,CU05272,CA,2024-12-18,WO00050,44.38
OR0042000,CU04017,IR,2024-02-01,WO00111,24.8325
OR0042001,CU04829,CA,2024-03-27,WO00482,62.76
OR0042002,CU06998,IR,2024-12-20,WO00392,63.35
OR0042003,CU02850,CA,2025-08-11,WO00423,98.53999999999999
OR0042004,CU04615,UK,2022-01-13,WO00377,19.33
OR0042005,CU07237,CA,2021-11-30,WO00197,72.0
OR0042006,CU06216,UK,2025-07-22,WO00401,68.37
OR0042007,CU01904,IR,2022-07-11,WO00471,43.86
OR0042008,CU00470,CA,2026-02-26,WO00354,108.34
OR0042009,CU06015,UK,2025-12-11,WO00306,35.01
OR0042010,CU02066,UK,2021-03-25,WO00098,8.7
OR0042011,CU00974,UK,2022-04-29,WO00157,33.01
OR0042012,CU03028,CA,2024-12-10,WO00387,34.48
OR0042013,CU03869,IR,2022-04-19,WO00202,21.255
OR0042014,CU03011,CA,2021-03-16,WO00428,37.36
OR0042015,CU05378,CA,2026-03-16,WO00252,28.549999999999997
OR0042016,CU06366,UK,2023-12-17,WO00175,37.96
OR0042017,CU07576,CA,2023-11-26,WO00354,12.97
OR0042018,CU03204,CA,2025-09-07,WO00320,73.655
OR0042019,CU05499,CA,2022-01-19,WO00354,21.2
OR0042020,CU06882,UK,2025-06-01,WO00385,67.7
OR0042021,CU00182,IR,2020-12-08,WO00345,32.57
OR0042022,CU08052,CA,2025-07-24,WO00160,40.4225
OR0042023,CU00630,UK,2025-09-17,WO00451,14.975
OR0042024,CU07356,CA,2024-01-29,WO00281,68.93
OR0042025,CU03857,IR,2021-08-07,WO00215,57.029999999999994
OR0042026,CU07505,UK,2025-12-13,WO00194,49.535000000000004
OR0042027,CU03934,UK,2025-07-22,WO00318,12.4
OR0042028,CU05253,UK,2024-07-06,WO00048,4.99
OR0042029,CU02961,UK,2021-01-27,WO00203,4.98
OR0042030,CU04011,CA,2025-07-14,WO00324,88.99
OR0042031,CU00486,UK,2020-05-21,WO00348,25.39
OR0042032,CU04818,IR,2020-10-28,WO00437,43.63
OR0042033,CU02792,CA,2022-05-11,WO00440,24.46
OR0042034,CU00171,UK,2025-05-18,WO00465,90.94
OR0042035,CU02628,UK,2024-03-01,WO00029,39.98
OR0042036,CU00289,UK,2022-01-10,WO00271,118.11999999999999
OR0042037,CU00098,CA,2026-02-11,WO00105,61.6528
OR0042038,CU02849,UK,2021-09-04,WO00210,26.83
OR0042039,CU03006,IR,2025-05-20,WO00163,78.76
OR0042040,CU00381,UK,2025-10-27,WO00355,53.1
OR0042041,CU05247,CA,2026-01-30,WO00482,44.44
OR0042042,CU01221,UK,2025-07-20,WO00474,37.72
OR0042043,CU03800,UK,2024-09-15,WO00430,25.2
OR0042044,CU05142,CA,2024-03-09,WO00123,33.195
OR0042045,CU00794,UK,2022-05-04,WO00030,56.65
OR0042046,CU01205,UK,2024-07-02,WO00077,35.06
OR0042047,CU06190,UK,2025-11-09,WO00022,41.16
OR0042048,CU08656,UK,2025-02-23,WO00175,34.345
OR0042049,CU08201,UK,2026-02-25,WO00080,56.35
OR0042050,CU01467,IR,2024-04-16,WO00494,25.64
OR0042051,CU07481,CA,2025-06-03,WO00264,37.08
OR0042052,CU02715,CA,2026-03-16,WO00407,22.990000000000002
OR0042053,CU04385,CA,2025-07-24,WO00164,10.620000000000001
OR0042054,CU04908,UK,2025-10-24,WO00321,10.98
OR0042055,CU04834,IR,2023-04-15,WO00156,70.78999999999999
OR0042056,CU07658,CA,2024-12-12,WO00044,53.8925
OR0042057,CU06732,CA,2024-10-23,WO00143,17.94
OR0042058,CU01258,IR,2020-08-02,WO00361,46.980000000000004
OR0042059,CU04603,CA,2024-09-23,WO00460,73.9
OR0042060,CU07923,CA,2025-08-08,WO00329,58.21
OR0042061,CU03779,CA,2026-01-10,WO00020,39.5
OR0042062,CU08120,UK,2025-11-25,WO00399,37.85
OR0042063,CU01276,CA,2022-07-03,WO00233,45.7075
OR0042064,CU03591,IR,2024-09-02,WO00357,98.35
OR0042065,CU05602,UK,2022-09-07,WO00167,12.760000000000002
OR0042066,CU06290,UK,2023-09-12,WO00334,23.3
OR0042067,CU03903,UK,2025-10-02,WO00119,49.0828
OR0042068,CU06135,IR,2025-03-26,WO00361,41.43
OR0042069,CU05537,CA,2026-02-01,WO00227,71.84
OR0042070,CU07284,CA,2025-10-09,WO00454,26.970000000000002
OR0042071,CU06619,UK,2023-11-26,WO00183,96.8
OR0042072,CU01738,UK,2023-04-24,WO00003,32.8275
OR0042073,CU05425,CA,2025-09-22,WO00252,25.41
OR0042074,CU06868,CA,2026-02-23,WO00076,34.73
OR0042075,CU01805,IR,2022-09-22,WO00009,27.950000000000003
OR0042076,CU01822,IR,2019-09-09,WO00041,45.7425
OR0042077,CU00221,UK,2023-12-31,WO00373,10.26
OR0042078,CU01682,CA,2025-06-12,WO00200,82.0825
OR0042079,CU00419,UK,2024-01-10,WO00272,65.73
OR0042080,CU03485,CA,2021-06-15,WO00217,44.760000000000005
OR0042081,CU05271,IR,2025-11-03,WO00475,26.27
OR0042082,CU04554,CA,2024-09-09,WO00414,9.709999999999999
OR0042083,CU01013,IR,2024-09-23,WO00238,43.09
OR0042084,CU05629,CA,2025-08-02,WO00257,23.314999999999998
OR0042085,CU00945,CA,2025-01-24,WO00365,51.5
OR0042086,CU01300,UK,2024-09-01,WO00342,9.93
OR0042087,CU08662,CA,2024-04-11,WO00050,74.83
OR0042088,CU01105,UK,2024-10-26,WO00353,34.89
OR0042089,CU01406,CA,2024-12-17,WO00347,29.900000000000002
OR0042090,CU01699,UK,2018-04-28,WO00204,32.34
OR0042091,CU05642,UK,2023-02-20,WO00115,56.760000000000005
OR0042092,CU01689,UK,2025-10-11,WO00256,63.097500000000004
OR0042093,CU07804,CA,2025-11-17,WO00413,38.6475
OR0042094,CU00849,CA,2023-09-02,WO00200,74.50999999999999
OR0042095,CU01058,CA,2022-04-12,WO00012,40.1
OR0042096,CU05421,IR,2024-04-19,WO00340,28.65
OR0042097,CU01689,UK,2024-10-06,WO00368,34.99
OR0042098,CU08290,CA,2023-10-16,WO00160,38.71
OR0042099,CU04591,CA,2026-03-13,WO00083,59.32
OR0042100,CU03968,UK,2020-09-04,WO00445,41.84
OR0042101,CU01441,CA,2021-09-11,WO00420,64.1425
OR0042102,CU03301,IR,2019-02-09,WO00382,48.33
OR0042103,CU00579,UK,2024-12-01,WO00157,34.21
OR0042104,CU07246,IR,2021-07-06,WO00196,20.79
OR0042105,CU08460,CA,2025-10-05,WO00197,19.052500000000002
OR0042106,CU02245,UK,2016-12-05,WO00182,17.96
OR0042107,CU01852,UK,2025-11-14,WO00433,42.652499999999996
OR0042108,CU03114,UK,2023-10-16,WO00342,30.46
OR0042109,CU04443,UK,2024-10-12,WO00470,84.81
OR0042110,CU04781,IR,2021-09-23,WO00495,49.510000000000005
OR0042111,CU01160,CA,2025-11-08,WO00286,64.04
OR0042112,CU04304,UK,2025-08-23,WO00396,41.35
OR0042113,CU00025,CA,2025-12-21,WO00402,75.83
OR0042114,CU06977,UK,2024-03-10,WO00070,65.71
OR0042115,CU02871,CA,2025-06-17,WO00120,31.21
OR0042116,CU05212,UK,2026-02-02,WO00438,57.58
OR0042117,CU00002,IR,2023-03-12,WO00171,2.4699999999999998
OR0042118,CU05994,CA,2025-10-12,WO00358,44.76
OR0042119,CU07494,CA,2025-03-28,WO00286,11.68
OR0042120,CU01276,CA,2023-12-01,WO00094,92.85
OR0042121,CU07775,UK,2023-11-16,WO00127,94.61999999999999
OR0042122,CU08572,CA,2024-04-24,WO00394,74.32000000000001
OR0042123,CU01680,UK,2023-09-08,WO00359,36.39
OR0042124,CU02085,UK,2019-06-11,WO00101,26.11
OR0042125,CU07523,IR,2023-04-20,WO00351,9.05
OR0042126,CU03043,UK,2023-01-13,WO00384,46.980000000000004
OR0042127,CU08159,CA,2026-01-01,WO00279,35.755
OR0042128,CU06262,CA,2025-07-31,WO00083,64.08500000000001
OR0042129,CU05085,IR,2023-04-26,WO00418,51.53
OR0042130,CU06498,UK,2022-02-12,WO00097,72.19
OR0042131,CU07178,CA,2023-09-16,WO00099,55.2275
OR0042132,CU02061,UK,2026-01-08,WO00183,59.9
OR0042133,CU02966,UK,2023-08-20,WO00378,15.23
OR0042134,CU05984,CA,2023-05-04,WO00446,16.8
OR0042135,CU03547,IR,2026-03-17,WO00111,8.58
OR0042136,CU00047,IR,2024-02-12,WO00351,132.49
OR0042137,CU03797,CA,2026-02-13,WO00424,33.2
OR0042138,CU03147,CA,2024-05-25,WO00052,40.4225
OR0042139,CU08876,CA,2026-03-14,WO00105,34.03
OR0042140,CU03019,UK,2022-12-18,WO00432,92.16499999999999
OR0042141,CU06456,CA,2024-03-18,WO00420,35.47
OR0042142,CU03674,CA,2024-03-06,WO00394,60.089999999999996
